Submission ID,Submission Final Decision,ABSTRACT TITLE,Submission Type,ABSTRACT TEXT,Presenting Author FN,Presenting Author LN,Author 1 Role,Author 1 FN,Author 1 LN,Author 1 Organization,Author 2 Role,Author 2 FN,Author 2 LN,Author 2 Organization,Author 3 Role,Author 3 FN,Author 3 LN,Author 3 Organization,Author 4 Role,Author 4 FN,Author 4 LN,Author 4 Organization,Author 5 Role,Author 5 FN,Author 5 LN,Author 5 Organization,Author 6 Role,Author 6 FN,Author 6 LN,Author 6 Organization,Author 7 Role,Author 7 FN,Author 7 LN,Author 7 Organization,Author 8 Role,Author 8 FN,Author 8 LN,Author 8 Organization,Author 9 Role,Author 9 FN,Author 9 LN,Author 9 Organization,Author 10 Role,Author 10 FN,Author 10 LN,Author 10 Organization,Author 11 Role,Author 11 FN,Author 11 LN,Author 11 Organization,Author 12 Role,Author 12 FN,Author 12 LN,Author 12 Organization,Author 13 Role,Author 13 FN,Author 13 LN,Author 13 Organization,Author 14 Role,Author 14 FN,Author 14 LN,Author 14 Organization,Author 15 Role,Author 15 FN,Author 15 LN,Author 15 Organization,Author 16 Role,Author 16 FN,Author 16 LN,Author 16 Organization,Author 17 Role,Author 17 FN,Author 17 LN,Author 17 Organization,Author 18 Role,Author 18 FN,Author 18 LN,Author 18 Organization,Author 19 Role,Author 19 FN,Author 19 LN,Author 19 Organization,Author 20 Role,Author 20 FN,Author 20 LN,Author 20 Organization,Author 21 Role,Author 21 FN,Author 21 LN,Author 21 Organization,Author 22 Role,Author 22 FN,Author 22 LN,Author 22 Organization,Author 23 Role,Author 23 FN,Author 23 LN,Author 23 Organization,Author 24 Role,Author 24 FN,Author 24 LN,Author 24 Organization,Author 25 Role,Author 25 FN,Author 25 LN,Author 25 Organization,Author 26 Role,Author 26 FN,Author 26 LN,Author 26 Organization
185682,Poster,"Breeding bird and plant associations with urban residential land management practices in Columbia, Missouri",General Session,"We have examined current land management practices of residents of Columbia, Missouri, and hope to assess how they might be altered due to changing climate, and what their potential impacts are to the plant and bird community.  Management practices have the potential to influence the values residents place on their property, the biodiversity associated with residential land use, and ultimately the well-being of the residents.  We have conducted avian counts along transects throughout residential areas in Columbia.  Vegetation surveys were conducted, and mail in surveys were distributed to the land managers associated with the properties to determine management practices. On our plots, 83 bird species, and 80 species of trees and shrubs were identified, with greater plant diversity and canopy cover in older neighborhoods further from the urban center. Bird communities differed between plots, with those characterized by lawn predominantly occupied by grassland birds and plots characterized by canopy cover and more diverse tree and shrub species were predominantly occupied by forest birds. Our survey of land managers revealed variations in frequency of watering, weeding, and application of chemicals between properties.  Land managers values varied in the importance of wildlife use of the yard, a yard consisting of open grass, and a yard without weeds.  We will be able to use this data to determine how management strategies are effecting associated plant and bird communities.  We will then develop scenarios to determine how land managers might change their management practices with climate change.",Eric,Fishel,First Author,Eric,Fishel,University of Missouri,Remaining Co-Author,Charles,Nilon,University of Missouri,Remaining Co-Author,Robert,Pierce,University of Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186900,Poster,Habitat Network: Re-imagining and Transforming America’s Yards,General Session,"Habitat Network is a collaboration between The Nature Conservancy and the Cornell Lab of Ornithology geared to support stewards of private lands, public lands, schools, campuses and organizations interested in exploring residential ecosystems with citizen science. Duke University’s Nicholas School of the Environment estimates that the United States has more than 40.5 million acres of lawn, in which approximately 30 billion dollars, 7 billion gallons of water and 3 million tons of pesticides are invested annually to care for and maintain spaces that provide little to no resources for wildlife. Previous research suggests that small changes in the way properties are managed can enhance wildlife habitat, reduce the strain on streams and rivers, support migratory species and turn barriers into bridges for wildlife. Our mapping tool captures and shares the state of private and public lands mapped by participants, highlighting ecologically relevant practices to build a social movement to affect ecological change on a large, and ecologically-relevant scale. The Habitat Network tackles a widely acknowledged conservation issue—the importance of human-occupied landscapes—by bringing people together to meaningfully restore ecological function to residential landscapes.",Megan,Whatton,First Author,Megan,Whatton,The Nature Conservancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185565,Poster,What drives altered signaling in noise? A study of male House wren (Troglodytes aedon) note use and song composition across a noise gradient,General Session,"Anthropogenic noise has diverse effects on wildlife, including disrupting foraging and predator detection, and for birds, overlaps signals males use to defend breeding areas and attract mates. To minimize signal masking, male songbirds increase the frequency, amplitude, or duration of their song. For birds with complex song, shifts in temporal or spectral characteristics may be driven by altering the type of note elements used to compose a song, however little is known about whether birds select note type in relation to their noise environment. Thus, the objective of our study is to 1) analyze the spectral and temporal adjustments male songbirds use to minimize masking in noise, and 2) determine if adjustments are driven by note type selection, or by altering the spectral characteristics of an individual note. We recorded song of breeding male house wrens, (Troglodytes aedon), whose lower portion of song overlaps with low frequency anthropogenic noise in southwest Michigan. Using cluster analysis we quantified house wren notes based on three-dimensional peak frequency measures, and used machine-learning techniques to semi-automate template to note matching. Our study is an essential step towards understanding how birds construct and use complex song based on variation in noise in their environment.  ",Erin,Grabarczyk,Submitting Author,Erin,Grabarczyk,Western Michigan University,Remaining Co-Author,Sharon,Gill,Western Michigan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185156,Poster,"With multiple ways to respond to masking anthropogenic noise, is a species’ characteristic response similar across populations? An examination of Song Sparrows, American Robins and Red-winged Blackbirds.",General Session,"Birds that change their song when singing in habitats with high levels of anthropogenic noise are adaptively decreasing the masking effects of that noise.  This is important because noise pollution can affect animals’ fitness by hindering communication critical to mate attraction, territory defense and danger alerts.  Birds can adapt by changing the frequency, timing or types of songs used when confronted with masking anthropogenic noise.  Recent studies of songbirds in both Europe and North America have shown that some species commonly found in both rural and urban areas change one or more of these song characteristics to minimize the effects of anthropogenic noise. With multiple ways to respond to masking anthropogenic noise, is a species’ characteristic response similar across its range?  This study is examining whether song characteristics identified as changing in response to anthropogenic noise in other populations change similiarly in Melospiza melodia (Song Sparrow), Turdus migratorius (American Robin) and Ageleius phonecius (Red-winged Blackbird) populations in New York’s Genesee River Valley.  Preliminary analysis from 2014 recordings suggest Song Sparrows and American Robins in our population are responding similarly in some ways to other populations of the same species. However, Red-winged Blackbirds may not be responding to anthropogenic noise in the same way other studies have reported.  We will present updated analyses of recordings from 2014-2016 to examine this question.",Kristina,Hannam,First Author,Kristina,Hannam,SUNY Geneseo,Remaining Co-Author,Juliana,Merluccio,SUNY Geneseo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183554,Poster,Using Next-Generation Radar technology to study avian migration in relation to light pollution,General Session,"Light pollution is a global issue that affects people and wildlife across continents. In particular, migratory birds might suffer from excessive light pollution during fall and spring migration. Some of the negative effects that birds might experience when migrating above city areas with strong light pollution include disorientation and, consequently, higher energy consumption. Because a long distance migratory journey is energetically costly, any extra metabolic depletion might result in exhaustion and eventually death. Therefore, a closer analysis of the effect of light pollution on migrants is highly recommended. We used Next-Generation Radar (NEXRAD) data to assess the impact of light pollution on migratory birds in Oklahoma, USA. We focused on the impact of the illumination system of a large football stadium in Norman – OK during fall migration and tested the use of NEXRAD technology in relation to conservation biology research questions. Our preliminary work focuses on detecting biomass in proximity of the illuminated stadium and our approach highlights the potential of adopting NEXRAD technology to monitor wildlife in the aerosphere. To validate our radar inferences, we are also planning to match radar reflectivity data analysis with direct field observations from the ground.",Andrea,Contina,First Author,Andrea,Contina,Oklahoma Biological Survey - University of Oklahoma,Remaining Co-Author,Kyle,Horton,University of Oklahoma,Remaining Co-Author,Jeffrey,Kelly,University of Oklahoma,Remaining Co-Author,Eli,Bridge,Oklahoma Biological Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183658,Poster,"Spatio-temporal dynamics of hummingbird (trochilidae), in pine-oak post-fire forest in Western Mexico",General Session,"This research analyzes the relationship between the dynamics of hummingbirds and their environment at different spatial scales under a macroecological approach. In this context, we describe the impact of fire on a hummingbird community and for the first time functional groups are defined according to their response to fire. The research was conducted at landscape, regional and  local scales. We measured parameters of abundance and survival in different successional stages to define post-fire habitat criteria for selected species. These three measurement at different scales allowed the creation of models and recommendations for management and conservation of temperate forest hummingbirds. We incorporated in our results the information generated from 20 years of hummingbird banding and monitoring. ",Sarahy,Contreras-Martínez,First Author,Sarahy,Contreras Martinez,University of Guadalajara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184908,Symposium,Agricultural intensification as a driver of precipitous declines of farmland birds in North America,Symposium,"Over the last 50 years, agriculture has undergone dramatic changes worldwide, with consequences for many farmland-associated birds. The relationship between agricultural intensification and avian declines has been established in Europe, however links for North American species have received less study. We found trends in populations of birds associated with farmlands and grasslands in North America shows severe declines with 57 of 77 (74%) species exhibiting decreases from 1966 to 2013. The greatest concurrence in multiple species declines occurred during 1960s-1980s, a period with high agrochemical use and widespread conversion of grasslands to cropland. The most severe declines occurred in aerial insectivores (average decline of -38.3% from 1966 to 2013), followed by grassland birds (?21.5%) and shrub (-16.0%) species. Evidence exists for direct drivers through loss of natural habitats, interference from farming equipment, direct mortality or sublethal effects from pesticide exposure. Indirect drivers occur through reduced food supplies, pesticide sublethal toxicity, habitat alteration and disturbance often through subtle interference with behaviour or physiology. Mechanistic studies examining indirect effects are rare, though here we present a case study with Tree swallows in the Canadian Prairies. Combined research evidence suggests two leading drivers of North American farmland bird declines are frequency and area of pesticide use and destruction of grassland habitat. We recommend changes to farmland management to reduce pesticide inputs through integrated pest management and maintain uncultivated field margins - both have been shown to positively influence farmland birds without reducing agricultural crop yields.",Christy,Morrissey,First Author,Christy,Morrissey,University of Saskatchewan,Remaining Co-Author,Rebecca,Stanton,University of Saskatchewan,Remaining Co-Author,Chantel,Michelson,Louisiana State University/University of Saskatchewan,Remaining Co-Author,Robert,Clark,"Wildlife Research Division, Environment and Climate Change Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180896,Symposium,The State of the Science on Cat Predation of Birds,Symposium,"Apart from global climate change and habitat loss, predation by free-ranging domestic cats is the single greatest source of human-caused bird mortality in North America. Since the 2013 U.S. and Canadian studies that reached this starling conclusion, there has been a flurry of research, policy, and management attention—as well as substantial public interest—directed at this controversial anthropogenic issue. I will review the state of the science on cat predation on birds with a focus on key findings since 2013 that are directly relevant to bird conservation in practice. I will also outline future research directions that will help clarify how cat predation affects avian populations, information that is crucial for efficiently and successfully implementing conservation management. For example, further research is needed to assess variation in predation vulnerability among different bird species, age classes, seasons, and regions. Estimates of cat population abundance, especially for feral and semi-feral cats, which cause the greatest bird mortality, are needed to help prioritize cat management and bird conservation activities. Collaboration between conservation scientists and resource practitioners at all stages of research will be crucial to bridging the research-implementation gap for this complicated conservation problem. Furthermore, engaging citizen scientists will not only help address large-scale research questions that inform on-the-ground conservation, but will also be crucial to engendering public support and trust for a highly polarized anthropogenic issue.",Scott,Loss,First Author,Scott,Loss,"Oklahoma State University, Department of Natural Resource Ecology and Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185766,Symposium,Contemporary Cat Management and What It Means for Birds,Symposium,"The impacts of free-ranging cats on birds has a long and rich history that dates back well over 100 years.  This history is due to the impacts that cats extoll on birds and wildlife, in particular through depredation and disease.  In fact, cats pose one of the greatest current threats to birds across North America.  While our knowledge about cat ecology is nearing its apex, the management of cats has lagged behind, in part due to differences in management approaches, policies, and social conflict.  Currently, a range of approaches are available to reduce cat numbers and several more are in development that may increase the options in our toolbox.  Current and future management approaches will be discussed in terms of their potential to reduce cat numbers and aid in bird conservation.",Christpher,Lepczyk,Presenting Author,Christpher,Lepczyk,Auburn University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185352,Symposium,Managing Solar Energy while Conserving Birds: State of the Science and Management to Reduce Impacts,Symposium,"Within the last decade, there has been a considerable push towards increasing the amount of renewable energy. While solar development could be incorporated in an urban setting, the primary push has been for large scale solar in natural or abandoned agricultural settings. As we work to address energy demands of our society, we struggle to find the best answers to a complicated question -- how to manage solar energy such that impacts to local and migratory bird populations are minimized. Since 2009, thousands of acres have been converted from natural habitat to solar energy developments and the threat of more habitat loss continues. We must be take the recent lessons learned and apply sound science to the siting, development, and mitigation of future solar energy development. While working to minimize the impacts of these developments, we need to be strategic in our approach to mitigation. How to get the maximum benefit for birds – local populations and those migrating through-- from compensation and mitigation measures is a deeply complex and contentious issue. The state of the current science will be discussed as well as specific impacts and proposed mitigations for individual projects as well as how we can approach long-term planning and conservation. While many ask whether solar energy will be the demise of bird populations, we ask, “Could industrial solar energy provide an unprecedented opportunity to implement suites of targeted actions and actually benefit species?”",Thomas,Dietsch,Submitting Author,Amy,Fesnock,"Bureau of Land Management, California State Office",Presenting Author,Thomas,Dietsch,US Fish and Wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184838,Symposium,Adverse effects of wind energy facilities on birds: state of science and management techniques for minimizing impacts,Symposium,"Wind power has experienced tremendous growth over the past 10 to 15 years, both in the U.S. and internationally, as counties have sought to increase energy independence and reduce greenhouse gas emissions by developing alternatives to fossil fuel consumption for electricity generation. Nonetheless, with this rapidly growing source of renewable energy, there are increasing concerns about the negative impacts wind energy development may have on wildlife, especially birds and bats. In this talk, I will first summarize what is known about the direct (e.g., collision mortality and habitat loss) and indirect (e.g., changes to movement patterns and displacement from otherwise suitable habitat) impacts of land-based wind energy development on birds by highlighting several recent studies from the peer-reviewed literature. Second, I will discuss management techniques for minimizing adverse effects and how this knowledge may be used to inform or enhance current wind energy siting guidelines for birds. And third, I will outline several research needs and provide recommendations for future research. In general, direct impacts are relatively well-understood in comparison to indirect impacts, although both types of effects appear to be site- and species-specific making it difficult to develop siting guidelines or management techniques that can be applied broadly. Future research efforts should focus on species or populations of conservation concern and strive to elucidate the underlying mechanisms leading to these adverse impacts. Furthermore, there is a pressing need for publically available data evaluating the effectiveness of a range of impact minimization strategies to guide policy and management decisions.",Amanda,Hale,First Author,Amanda,Hale,Texas Christian University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185284,Symposium,Reducing Avian Collisions with Communications Towers,Symposium,"Scientists estimate that each year 6.8 million birds, primarily Nearctic-Neotropical migrants, collide with U.S. and Canadian communications towers during migration. Weather, tower location, height, lighting, and tower support system influence the numbers of avian collisions. Tall, guyed towers with non-flashing lights located in areas with low visibility weather conditions and high bird concentrations are involved in significantly more bird fatalities than short, unguyed, unlit towers sited in areas with clear weather and low migratory bird concentrations. The Federal Aviation Administration recently changed their tower lighting recommendations to systems that eliminate non-flashing lights, reduce tower lighting and maintenance costs to the industry, and reduce migratory bird collisions by as much as 70%. These lighting changes can be accomplished at almost no cost to the tower owner and they reduce maintenance and energy costs long term. Extinguishing non-flashing lights on existing towers and excluding them from future constructed towers is one of the most effective and economically feasible means of achieving a significant reduction in avian fatalities at communications towers. Education of the industry and natural resources agencies is critical to implementation on existing towers. Tower application reviews should include these more bird-friendly options.",Joelle,Gehring,Presenting Author,Joelle,Gehring,Federal Communications Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184307,Symposium,State of science and recommendations for bird electrocution and collision risks with power lines,Symposium,"Power lines are the common denominator for electric generation, transmission, and distribution, whether it involves renewable or conventional energy development and use. Bird interactions with power lines are multi-dimensional, and the science in assessing bird fatalities from power line electrocutions and collisions has progressed significantly in the last 10 years. However, current approaches in discerning between these risks are inconsistent in the U.S. and recommended mitigation can be flawed. Bird electrocution risks are dictated by voltage, structure configuration, and potential at-risk species. Bird collision risk applies to a range of voltage classes, typically reflecting site-specific ecological factors combined with infrastructure design. Understanding these variables is integral to the ever-evolving state-of-the-art science relative to birds, power line infrastructure, and regulatory requirements. Minimizing long-term risks to birds requires balancing regulatory requirements, engineering considerations, management goals, environmental due diligence, and associated costs. Estimated bird mortality rates from power line electrocution and collision in the U.S. are wide ranging and relatively unknown. Internationally, birds and power lines have varying levels of protection and economic limitations, sometimes resulting in high electrocution or collision risks on power lines in areas that support essential populations of susceptible bird species. We will cover current issues, communication challenges, the tools and resources currently available to minimize avian electrocution and collision risks with power lines, and recommended resolutions moving forward.",Lori,Nielsen,First Author,Lori,Nielsen,Western EcoSystems Technology (WEST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182021,Symposium,Managing Bird-Building Collisions at the National Renewable Energy Laboratory,Symposium,"Collisions with buildings are a major source of anthropogenic mortality of birds. Recently, researchers estimate between 365 to 988 million birds die each year by collisions with buildings, mainly glass. Residential, industrial and commercial buildings can be involved including single-story, low-rise, and high-rise buildings. Bird-friendly building designs and retrofits can effectively reduce avian collisions. The National Renewable Energy Laboratory in Golden, Colorado has had success in avoiding collisions at new structures and reducing collisions at existing structures. Three case studies that include glass access structures, a building atrium, and bus shelters with different solutions are discussed. Additionally, a 3-story atrium in a laboratory building was retrofitted after bird strikes were observed; pre- and post-monitoring results are presented. Several methods were used to make glass structures bird-friendly and many products are available for the practitioner. Finally, parallels between energy efficiency building design and bird-friendly design are considered.",Thomas,Ryon,Presenting Author,Thomas,Ryon,National Renewable Energy Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183807,Symposium,Planning and Application of Conditions of Approval for Projects Affecting Migratory Birds,Symposium,"The Bureau of Land Management (BLM) New Mexico, Pecos District boundary is located within the Permian Basin oil, natural gas, and potash producing area.  To accompany the vast mineral deposits and associated infrastructure is an equal amount of avian abundance and diversity.  Hence, the challenges and responsibilities for the BLM to strengthen migratory bird conservation by identifying and implementing strategies that promote conservation and avoid or minimize adverse impacts on migratory birds through enhanced collaboration with all involved stake holders. The BLM uses both broad-based Resource Management Plans and focused activity planning such as Habitat Management Plans and establishing Areas of Critical Environmental Concern. Additionally, project implementation level survey requirements to determine species presence, conditions-of approval consisting of temporal and spatial buffers, and mitigation measures are established during the National Environmental Policy Act (NEPA) process to ensure on-the-ground conservation and management. Compliance with conditions of approval and mitigation measures is critical for the protection of migratory birds. Project design and implementation ensure impacts to migratory birds are short-term. The mission of the BLM is to sustain the health, diversity, and productivity of the public lands for the use and enjoyment of present and future generations. In turn, planning and application of conditions of approval are established and utilized to avoid, minimalize and mitigate the anthropogenic issues affecting bird conservation.  

 ",Johnny,Chopp,First Author,Johnny,Chopp,BLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183815,Symposium,Planning and Application of Conditions of Approval for Projects Affecting Prairie Grouse,Symposium,"In New Mexico, the lesser prairie-chicken (LPC) formerly occupied a range that encompassed the easternmost one-third of the state, extending to the Pecos River, and 28 miles west of the Pecos near Fort Sumner.  Currently, populations exist only in five counties, comprising about 23 percent of the historical range. Bureau of Land Management (BLM) Pecos District established the Special Status Species Resource Management Plan Amendment (2008 RMPA) to provide specific management prescriptions to ensure the continued habitat protection of two special status species, the LPC and dune sagebrush lizard, while allowing other resource uses and activities to continue.  The final rule to list the LPC as threatened was published in the Federal Register on April 10, 2014; however, was vacated by a federal district judge on Sept 1, 2015. The species remains a special status species for BLM, and will continue to be managed as such per the 2008 RMPA. The BLM is mandated to manage public land resources for a variety of uses, such as energy development, livestock grazing, recreation and timber harvesting, while protecting a wide array of natural, cultural, and historical resources. This can be challenging given that LPC are sensitive to energy development, livestock grazing and recreation. Proposed actions are analyzed by the National Environmental Policy Act (NEPA) and Conditions of Approval (COA) are a mechanism used to mitigate anticipated human impacts.  COA’s are constantly a work in progress as new science becomes available or on the ground observations reveal a need.",Randy,Howard,First Author,Randy,Howard,BLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181891,Symposium,Using networks to understand declines in migratory birds.,Symposium,"The complex life-cycles of migratory birds make it challenging to identify limiting factors and drivers of declines. Potential drivers include habitat loss in breeding or non-breeding ranges, climate change, or redistribution of populations caused by changes in migratory connectivity. Support for different hypotheses in real species is often provided in the form of correlations between patterns of local declines and habitat loss or weather patterns, assessment of occupancy patterns, or changes in vital rates.

I developed a landscape network population model with three types of “nodes” (representing breeding regions, stationary non-breeding regions, and migration pathways). I simulate the removal of habitat in different seasons in networks that are limited by different factors and explore whether patterns of occupancy, correlations between habitat loss and abundance or declines, and changes in vital rates can be used as indicators of drivers of population trends. 

Local habitat loss caused spatially-autocorrelated declines across the network but the autocorrelation pattern was hard to discern when habitat loss occurred in multiple places. The importance of individual nodes in stationary seasons was strongly related to local population size but the importance of pathway nodes was influenced more by the spatial arrangement of nodes. Only a small proportion of available of pathways were occupied, lending support for the “flyway” concept often used in conservation or management of migratory birds. Neither occupancy nor correlations between abundance/local declines and habitat loss were good indicators of limiting factors. Shifts in survival was the best way to pinpoint drivers of declines.",Caz,Taylor,First Author,Caz,Taylor,Tulane University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183628,Symposium,Constructing a range-wide migratory network in an aerial insectivore to assess which seasons drive long-term changes in abundance,Symposium,"Effective conservation of migratory birds requires knowledge of spatial connections throughout the annual cycle. Tree swallows (Tachycineta bicolor) are aerial insectivores that breed throughout Canada and the U.S. and overwinter in large roosts in the southeastern U.S., Mexico, Central America and the Caribbean. Significant declines have been documented over portions of their breeding range but, similar to many migratory birds, it remains unclear whether causes of these declines are driven by events during the breeding or non-breeding season. In this study, we construct a range-wide migratory network using year-round, daily locations obtained from light-logging geolocators attached to 137 individuals at 12 breeding sites ranging from Alaska to Nova Scotia to North Carolina. We show a complex pattern of connections between the breeding and non-breeding season that are broadly structured at a regional level but also demonstrate several key stopover and overwintering sites that are used by individuals originating from multiple breeding populations. We combine this description of the network with long-term nest box occupancy data (234 site-years) to examine whether synchronous fluctuations in population size observed on the breeding grounds, including recent declines in some populations, are driven by distance between breeding sites, degree of overlap in use of stationary overwintering sites, or degree of overlap in use of stopover sites during fall migration. Our study provides the most comprehensive description of a migratory network to date and demonstrates how understanding network dynamics can provide key insights into population trends of migratory songbirds.",Samantha,Knight,First Author,Samantha,Knight,University of Guelph,Remaining Co-Author,David,Bradley,Bird Studies Canada,Remaining Co-Author,Robert,Clark,Environment and Climate Change Canada,Remaining Co-Author,Marc,Bélisle,Université de Sherbrooke,Remaining Co-Author,Lisha,Berzins,University of Northern British Columbia,Remaining Co-Author,Tricia,Blake,Alaska Songbird Institute,Remaining Co-Author,Eli,Bridge,Oklahoma Biological Survey,Remaining Co-Author,Russell D.,Dawson,University of Northern British Columbia,Remaining Co-Author,Peter,Dunn,University of Wisconsin-Milwaukee,Remaining Co-Author,Dany,Garant,Université de Sherbrooke,Remaining Co-Author,Geoff,Holroyd,Beaverhill Bird Observatory,Remaining Co-Author,Andrew,Horn,Dalhousie University,Remaining Co-Author,David,Hussell,Ontario Ministry of Natural Resources,Remaining Co-Author,Olga,Lansdorp,Simon Fraser University,Remaining Co-Author,Andrew,Laughlin,University of North Carolina Asheville,Remaining Co-Author,Marty,Leonard,Dalhousie University,Remaining Co-Author,Fanie,Pelletier,Université de Sherbrooke,Remaining Co-Author,Dave,Shutler,Acadia University,Remaining Co-Author,Lynn,Siefferman,Appalachian State University,Remaining Co-Author,Caz,Taylor,Tulane University,Remaining Co-Author,Helen,Trefry,Beaverhill Bird Observatory,Remaining Co-Author,Carol,Vleck,Iowa State University,Remaining Co-Author,David,Vleck,Iowa State University,Remaining Co-Author,Linda,Whittingham,University of Wisconsin-Milwaukee,Remaining Co-Author,David,Winkler,Cornell University,Remaining Co-Author,D. Ryan,Norris,University of Guelph
185371,Symposium,Advances in network analysis isolate the roles of movement and reproduction for population connectivity in an endangered bird,Symposium,"Understanding connectivity is essential for several problems in ecology, evolution, and conservation. Yet across these diverse problems, divergent perspectives on connectivity emerge from different fields emphasizing different types of movement as well as inconsistent incorporation of potential post-movement reproduction into connectivity thinking. Recently theory suggests that variation in post-movement reproduction can generate similar patterns of connectivity as dispersal, yet it is currently unclear if and the extent to which realized population connectivity is largely limited by dispersal or post-dispersal reproductive success. To address this gap, we extend network analysis to isolate the role of movement and reproduction on resulting connectivity. We then contrast demographic and genetic connectivity of an endangered bird, the snail kite (Rostrhamus sociabilis), across its entire geographic range. To do so, we couple 9 years of mark-resight data, nesting data of marked kites, and population genetic analyses based on microsatellite markers to populate networks based on annual movements, breeding dispersal (movements between nest-site locations), effective dispersal (dispersal plus post-dispersal reproductive success), and genetic distance. Network analyses reveal that post-dispersal reproductive success plays a large role in realized population connectivity (contributing up to 67% of network metrics). Furthermore, genetic connectivity cannot be explained by dispersal alone; rather understanding post-movement reproductive success is necessary for interpreting genetic connectivity. In general, demographic connectivity is more limited than genetic connectivity for this endangered bird. These results highlight the value of network analysis and emphasize how the spatio-temporal interplay of movement and reproductive success can alter connectivity across landscapes. ",Robert,Fletcher,Remaining Co-Author,Ellen,Robertson,University of Florida,Remaining Co-Author,Brian,Reichert,University of Florida,Remaining Co-Author,James,Austin,University of Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
