siteID,dateResight,yearResight,birdID,resightTypePart,notesResight,notesResightPart
CAMPGLOMD1,3/15/2011,2011,2301-56982,P,NA,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13"
CAMPGLOMD1,4/6/2011,2011,2301-56982,P,NA,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13"
CAMPGLOMD1,3/11/2012,2012,2301-56982,P,NA,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13"
CAMPGLOMD1,6/21/2012,2012,2301-56982,P,NA,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13"
CAMPGLOMD1,8/20/2012,2012,2301-56982,P,NA,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13"
CAMPGLOMD1,9/8/2012,2012,2301-56982,P,NA,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13"
CAMPGLOMD1,4/20/2013,2013,2301-56982,P,NA,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13"
CAMPGLOMD1,4/11/2011,2011,2301-56983,P,NA,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant 11 April; yearColumn = 2012, resighted by participant July"
CAMPGLOMD1,7/15/2012,2012,2301-56983,P,NA,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant 11 April; yearColumn = 2012, resighted by participant July"
CAMPGLOMD1,6/26/2013,2013,2301-56984,P,NA,"yearColumn = 2010, banded 5/21/10; yearColumn = 2013, resighted by particpant 26 June"
BUISNORVA1,2/27/2010,2010,2301-56996,P,NA,"yearColumn = 2010, banded 5/29/10; yearColumn = 2011, resighted by participant 02/27/2011; yearColumn = 2012, resighted by participant 03/23/2012; yearColumn = 2013, resighted by participant 4/4/13"
BUISNORVA1,3/23/2012,2012,2301-56996,P,NA,"yearColumn = 2010, banded 5/29/10; yearColumn = 2011, resighted by participant 02/27/2011; yearColumn = 2012, resighted by participant 03/23/2012; yearColumn = 2013, resighted by participant 4/4/13"
BUISNORVA1,4/4/2013,2013,2301-56996,P,NA,"yearColumn = 2010, banded 5/29/10; yearColumn = 2011, resighted by participant 02/27/2011; yearColumn = 2012, resighted by participant 03/23/2012; yearColumn = 2013, resighted by participant 4/4/13"
MCDOELIVA1,4/8/2010,2010,2341-29316,P,NA,"yearColumn = 2008, Banded June 29; yearColumn = 2010, resighted by particpant 8 April, recaptured 7/17/10"
BUISNORVA1,5/25/2012,2012,2341-29327,P,NA,"yearColumn = 2008, Banded July 13; yearColumn = 2012, resighted by participant 25 May"
FISHFERVA1,9/21/2011,2011,2341-29357,P,NA,"yearColumn = 2010, banded 7/3/10; yearColumn = 2011, resighted by participant 9/21/2011"
CAMPROSMD1,4/15/2009,2009,2341-30126,P,NA,"yearColumn = 2008, banded 25 June; yearColumn = 2009, resighted by participant 4/2009"
TATEJUAMD1,2/6/2009,2009,2341-30303,P,NA,"yearColumn = 2008, BANDED 14 June; yearColumn = 2009, resighted by participant 6 Feb 2010"
COLSKATMD1,2/10/2009,2009,2341-30305,P,NA,"yearColumn = 2008, banded 17 June; yearColumn = 2009, resighted 10 Feb 2010"
ROHRSALMD1,4/15/2007,2007,2350-07895,P,NA,"yearColumn = 2004, banded; yearColumn = 2007, found dead by participant in spring "
SCHLROBMD1,5/2/2007,2007,2350-07896,P,NA,"yearColumn = 2004, banded; yearColumn = 2007, resighted 2 May, 8 Aug, 18 Dec; yearColumn = 2008, resighted 19 June; yearColumn = 2009, resighted by participant 5 April, 5 Feb"
SCHLROBMD1,8/8/2007,2007,2350-07896,P,NA,"yearColumn = 2004, banded; yearColumn = 2007, resighted 2 May, 8 Aug, 18 Dec; yearColumn = 2008, resighted 19 June; yearColumn = 2009, resighted by participant 5 April, 5 Feb"
SCHLROBMD1,12/18/2007,2007,2350-07896,P,NA,"yearColumn = 2004, banded; yearColumn = 2007, resighted 2 May, 8 Aug, 18 Dec; yearColumn = 2008, resighted 19 June; yearColumn = 2009, resighted by participant 5 April, 5 Feb"
SCHLROBMD1,2/5/2009,2009,2350-07896,P,NA,"yearColumn = 2004, banded; yearColumn = 2007, resighted 2 May, 8 Aug, 18 Dec; yearColumn = 2008, resighted 19 June; yearColumn = 2009, resighted by participant 5 April, 5 Feb"
SCHLROBMD1,4/5/2009,2009,2350-07896,P,NA,"yearColumn = 2004, banded; yearColumn = 2007, resighted 2 May, 8 Aug, 18 Dec; yearColumn = 2008, resighted 19 June; yearColumn = 2009, resighted by participant 5 April, 5 Feb"
STURCARMD1,4/20/2006,2006,2370-05689,P,NA,"yearColumn = 2005, banded 12 july; yearColumn = 2006, resighted by participant 20 April; yearColumn = 2007, resighted by participant"
STURCARMD1,3/15/2007,2007,2370-05689,P,NA,"yearColumn = 2005, banded 12 july; yearColumn = 2006, resighted by participant 20 April; yearColumn = 2007, resighted by participant"
STURCARMD1,4/20/2006,2006,2370-05690,P,NA,"yearColumn = 2005, banded 12 July; yearColumn = 2006, resighted by participant 20 April"
STANJEFMD1,4/25/2008,2008,2400-00682,P,NA,"yearColumn = 2007, banded 24 May; yearColumn = 2008, resighted by participant 25 april; recap 11 June; yearColumn = 2009, resighted during visit 5/7/2009"
STURCARMD1,4/24/2010,2010,2400-00690,P,NA,"yearColumn = 2007, banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 24 April; yearColumn = 2011, Resighted by participant; yearColumn = 2012, Resighted by participant; yearColumn = 2013, resighted by participant 4 June"
STURCARMD1,3/15/2011,2011,2400-00690,P,NA,"yearColumn = 2007, banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 24 April; yearColumn = 2011, Resighted by participant; yearColumn = 2012, Resighted by participant; yearColumn = 2013, resighted by participant 4 June"
STURCARMD1,3/15/2012,2012,2400-00690,P,NA,"yearColumn = 2007, banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 24 April; yearColumn = 2011, Resighted by participant; yearColumn = 2012, Resighted by participant; yearColumn = 2013, resighted by participant 4 June"
STURCARMD1,6/4/2013,2013,2400-00690,P,NA,"yearColumn = 2007, banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 24 April; yearColumn = 2011, Resighted by participant; yearColumn = 2012, Resighted by participant; yearColumn = 2013, resighted by participant 4 June"
BUISNORVA1,2/27/2010,2010,2411-37112,P,NA,"yearColumn = 2009, banded 6/7/2009; yearColumn = 2010, resighted by participant 5/29/10; yearColumn = 2011, resighted by participant 02/27/2011"
BUISNORVA1,5/29/2010,2010,2411-37112,P,NA,"yearColumn = 2009, banded 6/7/2009; yearColumn = 2010, resighted by participant 5/29/10; yearColumn = 2011, resighted by participant 02/27/2011"
SCHLROBMD1,2/23/2012,2012,2411-37204,P,NA,"yearColumn = 2009, banded 5/15/2009; yearColumn = 2010, recap 7/12; yearColumn = 2013, Resighted by participant 2/23/13"
SCHLROBMD1,1/30/2013,2013,2411-37205,P,NA,"yearColumn = 2009, banded 5/15/2009; yearColumn = 2014, Resighted by participant 1/30/2014"
SCHLROBMD1,2/25/2010,2010,2411-37207,P,NA,"yearColumn = 2009, banded 5/15/2009; yearColumn = 2010, resighted by participant 2/25"
SCHLROBMD1,12/29/2012,2012,2411-37209,P,NA,"yearColumn = 2009, banded 5/15/2009; yearColumn = 2012, Resighted by participant 12/29/12"
MOSMCARMD1,6/15/2012,2012,2411-37220,P,NA,"yearColumn = 2009, banded 5/19/2009; yearColumn = 2012, Resight by participant 6/2012; yearColumn = 2014, Resight by BD June 19; yearColumn = 2015, Resight by KO 6/13/2015"
MOSMCARMD1,6/15/2012,2012,2411-37221,P,NA,"yearColumn = 2009, banded 5/19/2009; yearColumn = 2010, recaptured 7/24/10; yearColumn = 2012, Resight by participant 6/2012"
KEYESUSMD1,5/15/2010,2010,2411-37256,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 15 May"
KEYESUSMD1,11/27/2011,2011,2411-37258,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2011, Resight by participant 11/27/11; yearColumn = 2012, Resight by participant 6/9/2012; yearColumn = 2013, Resighted by participant 4/5/2013"
KEYESUSMD1,6/9/2012,2012,2411-37258,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2011, Resight by participant 11/27/11; yearColumn = 2012, Resight by participant 6/9/2012; yearColumn = 2013, Resighted by participant 4/5/2013"
KEYESUSMD1,4/5/2013,2013,2411-37258,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2011, Resight by participant 11/27/11; yearColumn = 2012, Resight by participant 6/9/2012; yearColumn = 2013, Resighted by participant 4/5/2013"
KEYESUSMD1,5/17/2010,2010,2411-37260,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 17 May, 14 June; yearColumn = 2011, resighted by participant 5/1/11, 6/17/11; yearColumn = 2012, resighted by participant 1/3/12, 5/1/12; yearColumn = 2013, reisighted by participant 5/5/2013"
KEYESUSMD1,6/14/2010,2010,2411-37260,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 17 May, 14 June; yearColumn = 2011, resighted by participant 5/1/11, 6/17/11; yearColumn = 2012, resighted by participant 1/3/12, 5/1/12; yearColumn = 2013, reisighted by participant 5/5/2013"
KEYESUSMD1,1/3/2011,2011,2411-37260,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 17 May, 14 June; yearColumn = 2011, resighted by participant 5/1/11, 6/17/11; yearColumn = 2012, resighted by participant 1/3/12, 5/1/12; yearColumn = 2013, reisighted by participant 5/5/2013"
KEYESUSMD1,5/1/2011,2011,2411-37260,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 17 May, 14 June; yearColumn = 2011, resighted by participant 5/1/11, 6/17/11; yearColumn = 2012, resighted by participant 1/3/12, 5/1/12; yearColumn = 2013, reisighted by participant 5/5/2013"
KEYESUSMD1,6/17/2011,2011,2411-37260,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 17 May, 14 June; yearColumn = 2011, resighted by participant 5/1/11, 6/17/11; yearColumn = 2012, resighted by participant 1/3/12, 5/1/12; yearColumn = 2013, reisighted by participant 5/5/2013"
KEYESUSMD1,5/1/2012,2012,2411-37260,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 17 May, 14 June; yearColumn = 2011, resighted by participant 5/1/11, 6/17/11; yearColumn = 2012, resighted by participant 1/3/12, 5/1/12; yearColumn = 2013, reisighted by participant 5/5/2013"
KEYESUSMD1,5/5/2013,2013,2411-37260,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 17 May, 14 June; yearColumn = 2011, resighted by participant 5/1/11, 6/17/11; yearColumn = 2012, resighted by participant 1/3/12, 5/1/12; yearColumn = 2013, reisighted by participant 5/5/2013"
VONGJENMD1,5/3/2016,2016,2411-37404,P,NA,NA
VONGJENMD1,6/30/2012,2012,2411-37406,P,NA,"yearColumn = 2009, banded 6/23; yearColumn = 2012, Resighted 6/7/2012; resighted by participant 06/30/2012; yearColumn = 2014, resighted by participant 24 May; yearColumn = 2015, resighted by participant 24 May"
VONGJENMD1,5/24/2014,2014,2411-37406,P,NA,"yearColumn = 2009, banded 6/23; yearColumn = 2012, Resighted 6/7/2012; resighted by participant 06/30/2012; yearColumn = 2014, resighted by participant 24 May; yearColumn = 2015, resighted by participant 24 May"
VONGJENMD1,5/24/2015,2015,2411-37406,P,NA,"yearColumn = 2009, banded 6/23; yearColumn = 2012, Resighted 6/7/2012; resighted by participant 06/30/2012; yearColumn = 2014, resighted by participant 24 May; yearColumn = 2015, resighted by participant 24 May"
VONGJENMD1,5/5/2016,2016,2411-37406,P,I can't actually see the white band on the right leg but the data entry form requires me to enter something. I saw this bird frequently last year but also couldn't see the white band so I don't think I did enter it. But my records show a sighting on 6/12/15 if you want to include it.,NA
OBRICHRMD1,5/29/2011,2011,2411-37417,P,NA,"yearColumn = 2009, banded 6/30; yearColumn = 2010, Recap 7/1/2010; yearColumn = 2011, resighted by participant 5/29/2011; yearColumn = 2012, Resighted 6/2/2012"
FISHFERVA1,4/16/2010,2010,2411-37711,P,NA,"yearColumn = 2009, banded 5/30/09; yearColumn = 2010, resighted by participant 16 april, resighted 7/3/10; yearColumn = 2011, resighted by participant 16 March, may10"
FISHFERVA1,3/16/2011,2011,2411-37711,P,NA,"yearColumn = 2009, banded 5/30/09; yearColumn = 2010, resighted by participant 16 april, resighted 7/3/10; yearColumn = 2011, resighted by participant 16 March, may10"
FISHFERVA1,5/10/2011,2011,2411-37711,P,NA,"yearColumn = 2009, banded 5/30/09; yearColumn = 2010, resighted by participant 16 april, resighted 7/3/10; yearColumn = 2011, resighted by participant 16 March, may10"
FISHFERVA1,5/26/2010,2010,2411-37712,P,NA,"yearColumn = 2009, banded 5/30/09, escaped before I could put on the second color band or take measurements; yearColumn = 2010, resighted by participant 26 May; yearColumn = 2011, resighted by participant 06/25/2011; yearColumn = 2012, Recapture 5/26/2012; yearColumn = 2013, Resight 5/20/2013; yearColumn = 2015, resighted by participant 12 May"
FISHFERVA1,6/25/2011,2011,2411-37712,P,NA,"yearColumn = 2009, banded 5/30/09, escaped before I could put on the second color band or take measurements; yearColumn = 2010, resighted by participant 26 May; yearColumn = 2011, resighted by participant 06/25/2011; yearColumn = 2012, Recapture 5/26/2012; yearColumn = 2013, Resight 5/20/2013; yearColumn = 2015, resighted by participant 12 May"
FISHFERVA1,5/12/2015,2015,2411-37712,P,NA,"yearColumn = 2009, banded 5/30/09, escaped before I could put on the second color band or take measurements; yearColumn = 2010, resighted by participant 26 May; yearColumn = 2011, resighted by participant 06/25/2011; yearColumn = 2012, Recapture 5/26/2012; yearColumn = 2013, Resight 5/20/2013; yearColumn = 2015, resighted by participant 12 May"
FISHFERVA1,5/26/2010,2010,2411-37713,P,NA,"yearColumn = 2009, banded 5/30/09; yearColumn = 2010, resighted by participant 26 May, resighted 7/3/10; yearColumn = 2011, resighted by participant 16 March, 10 May"
FISHFERVA1,3/16/2011,2011,2411-37713,P,NA,"yearColumn = 2009, banded 5/30/09; yearColumn = 2010, resighted by participant 26 May, resighted 7/3/10; yearColumn = 2011, resighted by participant 16 March, 10 May"
FISHFERVA1,5/10/2011,2011,2411-37713,P,NA,"yearColumn = 2009, banded 5/30/09; yearColumn = 2010, resighted by participant 26 May, resighted 7/3/10; yearColumn = 2011, resighted by participant 16 March, 10 May"
TATEJUAMD1,5/22/2010,2010,2411-37754,P,NA,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013."
TATEJUAMD1,5/19/2011,2011,2411-37754,P,NA,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013."
TATEJUAMD1,6/3/2011,2011,2411-37754,P,NA,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013."
TATEJUAMD1,8/5/2011,2011,2411-37754,P,NA,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013."
TATEJUAMD1,6/17/2012,2012,2411-37754,P,NA,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013."
TATEJUAMD1,7/2/2012,2012,2411-37754,P,NA,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013."
TATEJUAMD1,7/8/2013,2013,2411-37754,P,NA,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013."
TATEJUAMD1,5/13/2010,2010,2411-37756,P,NA,"yearColumn = 2009, BANDED 6/29/09; yearColumn = 2010, resighted by participant 13 may; yearColumn = 2011, resighted by participant 05/04/2011; yearColumn = 2013, .resighted by participant 7/5/2013"
TATEJUAMD1,5/4/2011,2011,2411-37756,P,NA,"yearColumn = 2009, BANDED 6/29/09; yearColumn = 2010, resighted by participant 13 may; yearColumn = 2011, resighted by participant 05/04/2011; yearColumn = 2013, .resighted by participant 7/5/2013"
TATEJUAMD1,7/5/2013,2013,2411-37756,P,NA,"yearColumn = 2009, BANDED 6/29/09; yearColumn = 2010, resighted by participant 13 may; yearColumn = 2011, resighted by participant 05/04/2011; yearColumn = 2013, .resighted by participant 7/5/2013"
TATEJUAMD1,2/4/2008,2008,2411-37759,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 2/4/09"
TATEJUAMD1,5/11/2010,2010,2411-37760,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted "
TATEJUAMD1,6/8/2010,2010,2411-37760,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted "
TATEJUAMD1,4/24/2011,2011,2411-37760,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted "
TATEJUAMD1,5/11/2011,2011,2411-37760,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted "
TATEJUAMD1,6/14/2011,2011,2411-37760,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted "
TATEJUAMD1,9/28/2011,2011,2411-37760,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted "
TATEJUAMD1,4/28/2012,2012,2411-37760,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted "
TATEJUAMD1,6/28/2012,2012,2411-37760,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted "
BUISNORVA1,4/26/2011,2011,2411-37793,P,NA,"yearColumn = 2010, banded 5/29/10; yearColumn = 2011, resighted by participant 04/26/2011; yearColumn = 2012, recaptured 5/26/2012"
VONGJENMD1,3/13/2011,2011,2411-37987,P,NA,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 15 March"
VONGJENMD1,4/29/2011,2011,2411-37987,P,NA,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 15 March"
VONGJENMD1,3/15/2012,2012,2411-37987,P,NA,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 15 March"
VONGJENMD1,2/19/2011,2011,2411-37988,P,NA,"yearColumn = 2010, banded 5/10; resighted by participant  19 July, 7 Sept, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012"
VONGJENMD1,3/13/2011,2011,2411-37988,P,NA,"yearColumn = 2010, banded 5/10; resighted by participant  19 July, 7 Sept, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012"
VONGJENMD1,4/29/2011,2011,2411-37988,P,NA,"yearColumn = 2010, banded 5/10; resighted by participant  19 July, 7 Sept, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012"
VONGJENMD1,4/29/2011,2011,2411-37989,P,NA,"yearColumn = 2010, banded 5/10; resighted by participant 19 July; yearColumn = 2011, resighted by participant 29 April; yearColumn = 2012, resighted by participant 05/04/2012; 07/17/2012"
VONGJENMD1,5/4/2012,2012,2411-37989,P,NA,"yearColumn = 2010, banded 5/10; resighted by participant 19 July; yearColumn = 2011, resighted by participant 29 April; yearColumn = 2012, resighted by participant 05/04/2012; 07/17/2012"
VONGJENMD1,7/17/2012,2012,2411-37989,P,NA,"yearColumn = 2010, banded 5/10; resighted by participant 19 July; yearColumn = 2011, resighted by participant 29 April; yearColumn = 2012, resighted by participant 05/04/2012; 07/17/2012"
TATEJUAMD1,4/3/2016,2016,2421-11368,P,F (originally sex U); seen most months since banding,NA
TATEJUAMD1,2/9/2016,2016,2421-11369,P,NA,NA
TATEJUAMD1,4/4/2016,2016,2421-11371,P,Seen most months since banding.,NA
TATEJUAMD1,3/4/2016,2016,2421-11372,P,NA,NA
TATEJUAMD1,3/20/2016,2016,2421-11373,P,confirmed M; originally sex U.,NA
TATEJUAMD1,4/27/2016,2016,2421-11375,P,Confirmed F; original sex U.,NA
PERRCHRMD1,4/24/2016,2016,2421-11381,P,NA,NA
BUISNORVA1,1/29/2016,2016,2421-11393,P,NA,NA
VONGJENMD1,9/15/2015,2015,2421-11394,P,NA,NA
VONGJENMD1,4/19/2016,2016,2421-11396,P,NA,NA
STUECHRVA2,5/8/2011,2011,2421-11404,P,NA,"yearColumn = 2010, banded 6/5/10; yearColumn = 2011, resighted by participant 8 May"
NEWBCARVA1,10/29/2011,2011,2421-11431,P,NA,"yearColumn = 2010, banded 6/19/10; resighted by participant 23 Dec; yearColumn = 2011, resighted by participant 29 Oct.; yearColumn = 2012, resighted by participant Apr. 27, 2012; yearColumn = 2013, resighted by tech 7/31/13; yearColumn = 2015, Recaptured on 6/22/15 by DME"
NEWBCARVA1,4/27/2012,2012,2421-11431,P,NA,"yearColumn = 2010, banded 6/19/10; resighted by participant 23 Dec; yearColumn = 2011, resighted by participant 29 Oct.; yearColumn = 2012, resighted by participant Apr. 27, 2012; yearColumn = 2013, resighted by tech 7/31/13; yearColumn = 2015, Recaptured on 6/22/15 by DME"
MORRCHRVA1,5/3/2012,2012,2421-11444,P,NA,"yearColumn = 2010, banded 6/30/10; yearColumn = 2012, resighted by participant 5/3/2012"
COLSKATMD1,9/15/2014,2014,2421-11490,P,NA,"yearColumn = 2012, Banded 5/18/2012; yearColumn = 2014, Resighted by neighbor September"
FARYSIMMD1,10/1/2012,2012,2421-11502,P,NA,"yearColumn = 2010, banded 5/15; yearColumn = 2012, resighted by participant 10/01/2012"
BEALTOMMD1,5/15/2012,2012,2421-11549,P,NA,"yearColumn = 2010, banded 7/13; yearColumn = 2012, Resighted 5/2012; yearColumn = 2014, resighted by participant 31 July, 20 Jan 2015"
BEALTOMMD1,1/20/2014,2014,2421-11549,P,NA,"yearColumn = 2010, banded 7/13; yearColumn = 2012, Resighted 5/2012; yearColumn = 2014, resighted by participant 31 July, 20 Jan 2015"
BEALTOMMD1,7/31/2014,2014,2421-11549,P,NA,"yearColumn = 2010, banded 7/13; yearColumn = 2012, Resighted 5/2012; yearColumn = 2014, resighted by participant 31 July, 20 Jan 2015"
SALOSHEMD1,3/25/2011,2011,2421-11622,P,NA,"yearColumn = 2010, Captured 6/8; yearColumn = 2011, resighted by participant 3/25/2011, 10/11/2011; yearColumn = 2012, Resighted by participant 5/30/2012; yearColumn = 2014, resighted 7/1/14 on NN visit"
SALOSHEMD1,10/11/2011,2011,2421-11622,P,NA,"yearColumn = 2010, Captured 6/8; yearColumn = 2011, resighted by participant 3/25/2011, 10/11/2011; yearColumn = 2012, Resighted by participant 5/30/2012; yearColumn = 2014, resighted 7/1/14 on NN visit"
SALOSHEMD1,5/30/2012,2012,2421-11622,P,NA,"yearColumn = 2010, Captured 6/8; yearColumn = 2011, resighted by participant 3/25/2011, 10/11/2011; yearColumn = 2012, Resighted by participant 5/30/2012; yearColumn = 2014, resighted 7/1/14 on NN visit"
SALOSHEMD1,10/3/2016,2016,2421-11622,P,"JLM: Participant entered the band combo as R,BK/A",NA
STANJEFMD1,7/22/2011,2011,2421-11663,P,NA,"yearColumn = 2010, Captured 6/30/2010; yearColumn = 2011, resighted by participant 07/22/2011"
OBRICHRMD1,5/29/2011,2011,2421-11664,P,NA,"yearColumn = 2010, Captured 7/1/2010; yearColumn = 2011, resighted by participant 5/29/2011; yearColumn = 2012, resighted by participant 19 May"
